rooms,area,floor,price
5,137.87945757918823,2,678724.1468821473
3,196.41174987087783,4,788873.4277836779
3,129.84565457722493,1,542786.6640453947
4,185.79827425641346,5,827658.3727429138
2,62.45581367152796,2,356850.78147418087
2,78.65778030630243,1,400742.9787741748
5,116.11324151619768,1,610765.7402297052
1,137.7135212505957,2,491562.8728691733
5,172.43417777942005,5,856773.9363475973
4,198.23931727147803,9,880968.9012420274
4,108.32772447111746,6,601962.9769614568
4,57.11234542101274,4,382958.0330208926
4,170.17572549429872,3,732756.1977760211
4,140.6571078624212,8,730874.1890033964
3,79.78142883023025,3,401389.3956460002
2,124.22426849321303,1,479471.52601139713
4,161.34653683005865,4,684684.3693501229
1,165.56176806029657,5,646829.5115436306
1,124.9427617998143,5,506403.9871448655
1,95.78217951932888,5,392049.0277118053
1,196.06138730577402,8,730871.9837193803
3,149.50439164347392,8,688410.627604006
1,111.23562790194481,4,458314.6775316041
4,92.06948363069786,9,553238.4498328093
5,159.66544745053432,1,757303.0328498088
1,86.32751683906515,5,385917.96298849984
3,75.75649834605322,5,457652.64430007106
3,129.47508334431055,5,531940.9779371391
1,93.49810889662129,8,395512.46473323525
5,144.33577173854226,9,747528.0496830791
1,67.69080123113503,3,286812.1108326722
3,148.24116568509822,9,634322.7415674379
2,92.49447919965533,8,406342.8653253259
4,50.03644016517691,3,434361.6952924372
3,69.04040865112646,2,392563.46065996285
1,190.04230667526411,4,663152.1511057626
4,180.10319586730367,2,769401.4037978856
1,85.04135480543553,4,348782.5875100361
1,166.75578568182368,5,625201.1234592592
2,141.28573897609613,2,528046.1121266888
4,195.63570671748042,8,871572.4908042804
4,106.04084893010887,1,533808.0784887695
2,152.2190918775757,3,560485.8266712687
3,59.53035836358779,7,430515.6515673397
1,109.43710202246089,1,377169.38756984746
5,194.57264917822707,2,879153.4892799037
1,130.84713116751809,3,475414.21166184125
1,93.1819255002267,2,390385.39731090656
3,68.04064446929102,2,348087.4561948349
1,155.52925102722958,6,549468.7830439274
2,146.72840651445904,7,587542.8297682694
2,106.09080704056619,6,481604.8098845579
4,192.64120277987513,6,876460.3182340806
5,53.330421948177545,9,539818.6062986639
1,95.55857774477387,8,358926.51822336065
1,188.1604229449372,8,700723.9478653751
3,98.14031574791605,6,424097.1069808726
2,87.83792507827556,5,433389.57007945253
5,130.1330614896871,9,758353.4198414413
4,173.5702624880807,2,739704.6805969374
2,65.47201413175415,7,368515.5818326313
4,191.45310644686043,6,836200.2916640873
3,169.2609321771746,7,708171.7485629927
3,77.1875383327328,4,432355.2596312354
1,156.8011941797244,9,604618.3824978417
5,107.74380839563358,7,666488.7179191412
4,110.3442017114478,2,548191.9317713627
2,167.49351386582995,4,620954.9639352834
3,194.4177211971098,5,744856.5468196917
1,68.9983809270791,2,230393.52215484445
1,113.09453553182291,8,502096.3401943296
4,122.14124121264553,1,564978.9898164611
3,106.44677254324964,3,507804.6723817901
5,104.47836855743375,1,618015.8529659142
3,57.840300134239484,5,359450.7921202712
4,152.8307930843935,8,722805.4421436517
4,115.4321625680068,7,612992.4438951374
3,79.21907039658902,9,478393.02870026685
4,172.40502534531026,2,784403.8597923269
3,170.3841122227442,8,780297.8515205854
2,122.95874421333407,8,564398.1180376709
3,94.76759917216408,6,530538.141741414
3,145.71390886946784,3,612686.2512942071
4,93.22282036661045,2,507147.5752795433
4,85.4011895485568,8,528665.7275322031
1,159.577198103949,6,556472.3847473561
1,56.0487859581426,4,288243.2264192677
2,64.2152706551891,5,355938.28031531384
1,51.01822610353847,5,253506.51514620698
3,72.94147797131393,9,458762.7376811374
4,60.34850130656892,9,433390.13214704406
1,199.3703551669878,8,703674.1821721455
1,93.32149549311345,8,418368.31573219097
2,72.3902019003871,2,323942.7890192987
2,86.1494386993877,3,383005.4900677259
3,190.4188357310202,8,798640.105573583
4,128.02403345365934,5,617010.3811355503
2,104.72271444617854,7,459970.18533793435
1,181.0087186863829,8,632717.2152860144
4,109.24854058235488,6,584082.6647717762
4,100.25128549365436,5,566219.0701712201
1,81.09237838246034,8,332186.28159188223
2,106.66952358641171,1,429407.3751317395
1,97.5026534025389,1,359536.5415249057
4,151.59559389472116,1,640047.2715909348
5,93.43740570060908,3,595865.7623905295
5,136.57996196338422,6,710097.0016641924
3,59.88382475479591,6,387119.982052975
1,78.69337350447715,5,332048.38299848203
1,111.11079074170232,7,409063.0116603305
3,190.54238808630433,5,796845.9660510141
3,106.5877978573543,2,465875.424361582
3,149.6111181799751,4,632920.341654782
4,88.26308336320972,1,489730.775121579
1,69.05503639598476,7,363687.69484156766
4,58.78049001200752,4,389343.1629886016
3,95.8120247814127,4,466273.9847043774
1,73.6491540195362,4,345507.92780878744
4,76.10156720241864,3,469897.5485891421
4,164.1138962580425,8,789120.9727504178
3,52.37571064173113,4,320848.8385307892
1,133.67151886031516,8,521534.31833278155
3,106.91920708901972,9,556561.7354575484
1,125.98249998628208,1,416500.1310252719
5,134.42453558219043,4,651409.3661047237
2,97.00515416859173,6,438252.9985366853
2,94.2663290276428,8,496656.1920725392
2,160.01027740023585,6,641510.1688397201
3,180.69154821817358,6,786431.9174938552
5,78.88724486877919,4,531137.2574620756
1,64.64281408027234,9,314810.74900111795
4,184.66937095880388,7,855948.5882072047
1,102.4843195471098,6,422761.1121580269
4,132.69760859942213,1,632138.7966089513
1,103.93147167800052,2,355086.21075598727
5,68.8703504519077,6,542579.9585960857
4,138.3997467421592,1,651921.4721150825
3,128.77112776544445,5,593557.5619052468
1,80.44903387867959,1,281174.0494907942
1,117.78035669784168,3,432190.8493757098
4,169.54212560234686,7,793908.6554879966
3,138.5639154661837,5,621555.9968969644
3,64.53759906004923,1,368639.86563284183
5,132.20322458437028,1,681915.8214444334
3,155.41074489343805,8,680021.0683460161
3,168.9055108671127,9,717839.6420773347
3,144.36763679514002,7,652164.440351114
2,72.89872468111756,3,340452.595071606
5,156.5259899885241,6,799224.1302944759
1,151.60127691222746,3,507941.37099521223
4,53.66403244109498,4,426501.64417772694
1,111.76215013853647,4,459126.75315427856
5,99.94253704435599,3,579835.2352396252
4,150.41180963804652,6,712753.8320536722
5,82.4203718466381,5,528072.4530091605
3,138.63078844613878,9,642325.8428640646
4,186.98089427212585,9,840734.2658002356
3,169.67035583129115,3,725084.5691898217
1,188.21866043247957,9,702859.2116521694
1,196.7758950399035,3,637273.3612037103
4,51.60051905092441,4,401185.41570557334
4,143.41119145662162,1,660890.8274854218
5,111.92590966383597,5,635142.4447584681
5,178.97817355026825,9,913664.8566439794
3,87.77220530136975,2,452754.3325857567
4,197.15442336726142,4,805235.051854588
1,142.0561954315621,2,482382.7659847762
5,169.03061033432465,8,842747.4880385891
5,62.83993292341525,9,486865.06781958055
1,77.51868271382975,3,320964.96657825465
5,163.7605509551305,9,787242.0921840252
3,53.29797830589854,6,395479.77130680834
4,172.53169788406743,6,800276.935771995
1,52.09235280378672,7,288896.5924342369
4,148.567825859191,5,678806.5184687653
5,104.76408803477088,6,628547.3347196511
5,141.72422790787988,1,672338.2465357735
1,154.40471104836706,3,517443.7512088495
3,101.37128287794563,9,535645.2733395516
2,66.19436721662534,5,366039.74006217835
1,60.44688016223985,5,282435.99530751357
2,138.34040338438217,8,631288.9582565071
2,128.09830306011673,2,523439.4226673571
3,161.33015136816988,7,720457.7244521502
2,126.46032650059057,9,529157.8157656316
2,113.36686850463187,7,502971.6422600137
3,109.71307673543463,5,502529.91994544887
2,53.96703538965012,6,317326.03417835274
2,100.33358025449857,4,423668.8376654168
2,196.40302362867413,7,749768.947059574
1,181.03333643406333,1,629629.0776115363
1,99.40671005513265,4,400101.3783905438
1,138.1693107599558,3,519685.7930044083
3,177.0945118303241,4,681266.4577655727
5,116.1911505125103,1,610022.8189529225
2,52.69367956252265,2,302248.66322248295
2,61.17656927279601,9,411187.1056905669
3,126.55890820230599,7,560974.5148646056
2,195.41590635138175,6,737460.6281501161
1,153.98143133283017,2,557799.9608486096
5,60.63742871578543,1,437105.3283270701
4,78.40413136877942,2,432451.95225209516
2,165.6984714825275,7,628345.4349851824
1,176.21596399343673,2,574930.353613731
4,142.65418792828862,3,615740.0220707727
5,146.6634754444725,8,771451.9377542682
4,54.250617557507695,7,455159.6073169896
1,174.27953893722628,9,631314.2478389638
4,168.24128122562445,4,751167.0872071497
3,88.85527161550208,7,507697.5905826529
4,156.30150799482604,1,678836.8158132693
2,82.22819096374971,2,326417.215518318
2,56.04952415772695,7,347803.8613397434
3,80.1704813885566,2,409145.270546558
1,76.79433151314493,6,336470.3783244134
2,100.66219951022708,9,478315.6673866696
5,112.76742457631872,5,640471.9593858073
2,126.28083372465619,7,561587.9488851426
2,121.51308132624922,1,534305.4473371439
1,90.6011908947934,8,404611.87439406035
4,54.37560028611117,9,490905.3298586503
2,140.76524333557262,5,581239.6070923897
3,109.36172447710317,6,535596.9652401156
4,94.80082360813245,8,568116.1590171797
5,180.04115642457685,4,799580.0600314178
1,162.01149616972396,2,563680.9952779728
5,178.66483225586634,8,816192.8701470647
4,124.24741920686915,2,571175.5986733942
4,69.63968781901661,5,461665.1407853951
4,154.43321541819085,6,753149.2030840437
5,80.91106699057629,5,578498.8108966887
4,116.18445036375752,6,602639.6866002491
5,59.75011834233327,6,493143.2880152609
4,173.79626036344735,3,775997.8428298926
3,68.89109615712509,3,353435.9491665523
4,185.46462605739646,9,856512.565805077
5,179.63459033923357,3,798206.4493335554
2,119.6874146658869,3,484766.6178807427
4,161.65523064559858,2,693490.1106744378
2,142.91676107272298,7,609634.2363943725
3,170.46134635066173,4,715141.6309022123
1,114.77076511788681,1,426589.2622885954
3,167.87127263665252,6,722318.7886215688
4,119.36852255977219,5,612396.9119285389
2,191.14486817641907,2,739785.1995402222
2,122.95581512377214,6,490758.468616387
5,119.39289079005943,1,660568.9188734093
2,167.76077923452692,3,626036.7899818708
5,173.2366537641257,4,823982.2509515847
1,133.1733671481756,3,471378.6094296868
4,76.96967202426131,6,473345.4753339933
5,120.16373464363693,4,662605.6337507665
1,195.21087543645177,1,671685.8340247164
2,162.94792895587779,5,650668.9857418184
2,171.67439058186983,5,651470.2770785374
1,54.92382482288602,9,395055.2260390498
2,120.17891939512398,8,570501.0999570283
1,146.99317004863332,8,594313.0677510813
5,174.5049025442112,5,814690.6018640785
5,57.39104803741572,8,486543.9994050212
1,177.86583284628097,7,646601.5216427695
5,132.26014051128675,1,683815.5851436723
5,79.59709558640898,7,534026.1783323312
5,97.588282467455,8,596059.7516160071
3,92.28943276273412,3,470356.9866222278
4,129.62885514327138,9,686866.4765458672
2,57.752851986669775,8,334000.71751273697
3,73.78042377498853,2,364061.181864585
5,171.90395650636736,6,861659.2943533129
1,69.89059861202166,4,308596.906468554
5,85.00944041871904,3,500939.9246629563
4,118.0055908406236,6,581676.1341198134
5,127.56813321699957,9,713666.6003397369
1,164.5415719421238,2,581945.7610013123
4,117.09986399992816,5,616174.8120524915
5,168.47969315533084,6,843731.042891023
4,142.7519460568186,4,630997.0929839358
2,66.96496091357336,7,376491.04998521146
2,73.44971575892579,2,375996.9055848114
5,115.55505881746562,7,699985.2197142994
4,109.53340896335594,2,557572.976425385
1,161.53164044559418,1,603295.3840531295
5,137.11057096960278,5,726563.8408192049
2,108.2199621503374,2,470728.55227204575
2,75.61404251755785,8,407953.32552206126
5,84.02556534882427,8,562552.3137253656
4,136.32515277035884,1,597095.2282916078
2,113.51582073496887,4,485087.8425747671
4,127.23912632910081,9,666429.8288160473
2,75.60161529533505,5,332590.20413816813
2,149.43593785168486,6,582662.973931911
3,177.88081112839507,3,705682.3440338329
2,88.69092601803509,5,434254.7624525342
1,123.72713387477398,1,430779.55447027006
5,196.32909935313526,8,917185.692796893
5,99.98626108260915,6,585285.9675727446
4,139.25695173856417,2,638350.007217245
2,63.529355030036655,4,363565.59077625966
1,140.90225037191647,4,516596.1289347133
4,63.44476599569269,9,442651.4584500315
3,193.88531529857332,9,790367.8760381066
4,157.3493978108467,5,736767.915363119
4,168.22396822035597,3,729064.0177805026
2,155.61565411574554,1,574982.4565946489
3,138.45935541146986,6,610059.7118590407
4,117.4869171628258,8,645046.0567934753
1,178.75600696415935,1,588745.0780613443
1,193.52535013145945,1,635910.7198511632
5,124.8554259356122,7,673285.6930152585
3,189.7302573732893,7,812233.0545734372
3,137.49993649827763,2,576971.4897044223
5,130.75762803446497,3,687469.892431389
4,118.1724099433035,2,544677.44072906
3,81.39316422951798,6,497526.57114801917
1,50.55794912270888,8,313608.19833095715
1,86.2259340284092,8,340932.8603437544
2,126.45847574053478,1,469326.99034501147
3,106.99399283896288,9,572922.8382921357
4,117.27278420039507,8,598825.1361974601
5,197.09723293460743,9,928001.8467497391
5,102.54085560039914,9,658288.3614506173
4,117.82744090401619,6,608864.1749125614
2,70.02733270292293,3,353552.96569719625
5,57.19365986554815,1,414247.7319815974
3,166.31142718887418,8,672829.7430124194
2,135.60247626079678,3,561360.3115865168
3,164.10572090658425,7,736712.529059816
1,72.47941983298274,6,390029.17555615655
2,135.77431567740365,3,482143.284083853
5,88.04637115120633,6,592909.9161872893
2,84.20927253500298,3,333410.7641529243
2,51.72890210794779,9,389099.0383657263
2,69.55110853536078,1,330849.99644848256
2,96.3902167249543,8,445372.42898295657
3,67.53181408864086,5,422101.00413095846
1,197.87876606164062,4,669810.1729919985
4,96.2948972785926,1,506395.0943245595
2,69.54859200534922,9,403794.7939212748
5,79.86234692419366,9,623191.2441762633
2,138.15548425122148,5,609839.6005058272
5,59.60652857971827,9,503887.9514073172
3,179.36511952117354,9,804547.9990134215
5,194.2249518855721,7,911545.8595459737
4,87.01211310010713,8,505719.2876251486
1,117.5142902886289,1,395137.1613565822
5,53.32016765442456,4,508364.15545326425
5,146.10653370908324,4,737265.961154866
1,112.08890870788832,9,501261.21561160305
4,90.50876991523336,3,496225.20193652535
2,81.02556659249127,1,339578.1519094903
5,148.10346164881406,5,744991.9976373041
1,112.43255465484717,7,450645.0625833861
3,76.9488933544868,4,383515.3567876704
1,153.3663622230236,9,575015.9502327201
3,134.76084245550405,6,631979.640226818
4,178.8008082394244,6,786885.1574907129
2,67.62138483147393,3,333506.7765451195
1,167.8499902916684,5,609423.0471374355
5,151.02751802258885,6,770908.8052882345
4,67.25164052421468,4,470419.3981055283
1,154.22310948075813,3,515201.93306556105
5,116.23209333197457,5,662952.5980845143
1,191.74771783337647,7,714118.8483381205
3,71.2417025926849,6,448371.4022530924
1,146.42500862236068,2,473952.0858817103
1,107.29700681944189,1,388261.50091700064
1,193.52220058863168,5,723468.500425858
4,99.49623429354148,5,546010.6899017089
1,194.32788642377002,6,705071.0268204174
5,185.22287766511235,3,855178.5228599666
3,90.55748529659846,1,406035.70977983886
3,170.53126652396415,4,747439.4177968919
1,199.3406302705259,4,700509.4107358003
4,87.89945032569236,2,496685.92133191274
4,115.51657539849795,8,584999.0417452304
5,128.02711048501396,6,713944.9514103747
1,94.23967037057965,3,375379.26964621735
3,52.28972594690446,1,357473.961033765
4,83.019386629629,3,471276.5295312781
1,92.29053265126376,8,382180.1397138302
4,116.53995519772808,4,572563.8907238259
4,75.66537176201028,3,444371.65941084834
3,180.98815350375088,4,704993.2975579683
2,155.73666990970042,4,639464.0103232511
5,62.7800716339493,2,491532.66147513955
5,147.51386767098973,4,727646.8104844679
3,148.04847146084307,9,674326.4163304244
4,193.43317604654416,4,774912.4803066496
1,50.453130703424186,1,228758.4234928627
4,87.18986747087108,1,512905.6051332593
3,189.16872190629732,1,711576.2977874031
5,189.82008730974246,5,866540.6487848174
4,158.0879629055956,6,745121.1752496801
5,164.86449815713098,6,847703.9534866406
1,63.72244368944707,6,306161.73661421856
5,127.08137521673504,9,726129.8735508681
5,84.7374486933499,1,518695.3086090448
2,77.18270654204258,6,355922.30695353594
2,171.54549486849987,8,658466.718259753
2,70.25572050208211,8,370567.2822783745
5,120.29774554945779,3,666215.5009993076
3,190.78673593790495,5,763976.2810500651
5,77.87480833480139,4,510384.3237843468
3,196.69901356073518,1,736417.6755786114
3,199.14319786415885,9,833988.1716306596
2,133.34257320236043,5,592580.4179596222
4,75.52141102657369,2,442784.29843729304
1,97.41573319113434,2,342589.76443903154
2,113.67392490148026,7,511652.9154314816
2,96.39863365373344,4,473072.99110523873
4,92.09533698147737,1,473715.3929710417
1,195.83445638245362,5,657978.2439365872
5,73.00472411236184,2,476489.3905938251
5,159.99918630752933,7,803216.6523312988
2,50.06154341587623,9,357390.65401826217
1,139.42740041035654,1,503454.2906981258
2,187.39145059310786,2,656031.4199302653
3,93.19011411398284,6,465799.20898047177
2,77.82889628865789,8,405405.1323812864
2,147.75196923176406,7,630368.2333127146
5,156.89021109475897,9,779170.4358429704
5,153.2045778427972,2,714430.5607679491
5,97.89753200320611,9,618874.0027743196
3,87.83036032389964,4,477034.8023558082
5,193.38781999430662,3,873369.9789995308
1,188.4949262404894,7,708077.7377477161
4,118.59749148392305,5,639259.4238075955
1,176.929079923156,5,623145.9873922409
1,117.8485216451444,2,393860.41106409114
5,113.65835271087656,6,621450.9676864541
4,73.5144421398942,6,434590.6372932116
4,113.96090847379593,4,570413.5546797329
4,130.61254078997104,5,632232.0569991197
3,53.37564911430297,7,399815.7825130351
5,116.61695077631096,8,680273.707758348
4,167.20343275928005,6,749352.087169275
3,152.00690845614048,5,653120.7572144069
2,145.27354832959026,3,539846.3078959017
2,186.43331426558038,7,754935.1070655233
3,52.7048014737845,8,368466.5153511158
3,133.55713792883512,3,552173.1319881079
5,168.10232726145608,5,824754.0309520549
5,131.20030740519007,2,677955.0274246666
2,98.58433288705687,4,392660.8641971953
4,70.43758476379668,4,472687.7951591456
2,183.1344607724287,8,710863.5663399347
4,120.61435885814045,3,582490.4633853234
4,181.7172795478552,5,799827.3413359141
5,137.87781836497524,5,728299.0771603462
1,151.1288174922501,2,534523.4318439384
1,170.6391731567675,9,650672.0611976525
3,148.87333169002017,4,626003.9118471628
5,109.70822610184067,9,679430.1956446583
4,127.04500758929765,9,668175.3268342874
1,170.456828701382,2,626504.3475822941
4,106.04754445594763,9,622802.8586170904
1,108.21821851527457,9,441569.2649210649
1,64.35351740870017,2,251120.55344175926
1,187.18766528326216,6,672767.8002812822
5,63.65544724181626,9,563452.1221022102
2,147.2313766172834,4,616971.7550796536
4,111.97917182041965,2,546034.1474521199
5,110.84290853831635,7,629187.870200213
5,151.9327754859026,9,769260.8854275531
5,60.06405989448181,6,496502.89861383993
5,139.0558674427152,4,764762.210058583
5,165.80476789585322,1,770891.6562939372
3,174.23191368298913,4,672847.9278818673
4,75.5795584090663,3,438588.57264604885
5,184.61285751172605,7,858240.7174890554
4,148.42191377711634,5,674715.6783284763
3,182.27822012310241,3,717137.3147459518
3,122.79210756652974,2,547611.1942250878
4,131.3050017645803,2,630964.534526807
1,187.85574155430066,5,690861.311935818
2,184.98643150320078,8,748064.3588357818
1,117.2241310053503,8,432818.6370078299
1,91.16189474535227,5,347053.069547774
1,108.97556518463962,2,392974.3446324391
5,108.16464927946245,4,618175.9442325743
3,93.03003124741909,7,520625.5527391637
1,90.286940649945,6,381940.4263552543
3,179.1594404719579,7,758746.0027624656
4,60.47928810269925,5,437382.79838657426
2,151.6416773149391,2,568549.4884752872
4,75.92300771846784,8,509941.15165234887
4,101.6758840091095,2,553173.4565026222
5,59.23145512022553,8,505596.5928910765
2,90.49604552831931,7,440732.81841535086
4,165.2631606675863,3,724949.8468835792
4,182.7522986820888,4,820701.2413910456
2,83.22907278535506,7,391985.8851853291
2,119.53217588883828,4,542992.7000362948
4,120.54860719058095,9,622236.275208855
2,181.03629586396013,7,696753.3810586864
4,164.4198579313708,1,721878.0305369954
4,126.96158275520747,1,616642.6656524641
5,150.612080070766,4,706748.7647873358
1,177.10325808640502,9,643992.227678038
4,51.43084310383174,4,401238.5995482915
3,110.43350465750729,5,589910.9986666167
1,186.0864750915618,1,649415.9947996524
1,161.0469546265927,2,546938.4376389829
1,131.4262061501112,4,423800.3899984397
5,129.44667905527,4,680381.105526339
4,102.16551464066566,6,575553.9640131609
5,128.07808004622717,6,684666.8616116114
4,148.307479919518,8,703654.3399948891
5,112.75445576431896,9,682242.4988009916
5,157.1229719588261,1,707812.3860291293
3,179.1848340890579,1,744365.7187873917
5,73.20272722772917,6,567526.8016215329
2,117.73205342261366,4,509643.97605765995
3,111.20301369276217,4,525851.8053062694
5,153.11972060745921,1,702855.0596570387
1,87.4801197886894,9,401920.6797687956
2,146.03763724284144,3,609095.3401087063
2,181.6233862597232,5,716586.5102400853
2,112.7197399690434,1,453251.5268690417
3,186.65235499688302,8,813056.423344839
5,198.97456084002175,3,890563.9491045859
5,65.91380749219282,1,467648.36097375024
1,84.95797819772879,6,389388.01606797474
1,192.55696272231398,1,650596.5792875609
2,193.749152972208,3,732711.2456692086
1,64.65609130801377,5,298002.95016490406
3,52.2497750565705,4,340396.1795899589
5,74.16500348846334,7,528790.9384918864
2,199.40191750733726,6,741523.0123852377
1,76.99994249160304,3,270870.56641377084
3,125.38214100830348,8,583347.9243546189
3,177.26265896457664,8,738266.6386541753
1,53.06024160323095,2,216497.09491009195
5,140.6733473387689,7,781076.147282264
1,91.55381733044365,1,330722.4031024865
2,179.35023746595974,2,664094.884644987
1,92.51917238961187,8,414390.5082816338
3,153.01335804228634,1,658729.5969479182
1,151.13294486710953,2,509009.19825519633
5,83.22403232894601,1,504109.0449803865
4,55.219879980252514,5,413004.65564640297
1,111.3874360678096,7,482575.67959779804
5,93.37897279488045,6,623739.5607285028
5,171.3466624420563,6,835904.5828185176
3,170.0546282683018,6,750986.6191564524
5,118.55359282889383,8,690102.3033984061
5,140.97683379848286,5,718615.420205028
5,140.6389273980388,7,771384.884358757
5,174.0737222641435,3,814411.6086732754
2,113.75036211847963,9,512862.81970774935
2,91.31700196857636,3,428886.52935883787
3,89.75523772108212,6,474053.3973877394
1,130.42884189233064,3,463015.9376088868
5,117.37223040983189,1,634441.8004344885
1,116.01811564774043,1,405833.54342209845
1,63.67060086345609,3,280735.7659913755
3,157.79056110352934,4,679920.172912358
5,82.06050319728661,2,496607.9326100502
5,79.5430445313082,9,588250.3977109796
4,111.91374804160901,8,649478.0717563676
1,84.16675124267022,3,308588.57513452036
1,137.5787400962023,7,543983.9425093875
2,105.71950090017073,4,436421.809336005
4,117.33675838891851,5,627545.2172627655
2,130.57539824060433,4,557023.8343155573
2,80.53032837227073,9,422732.9266105847
2,73.36274342982946,7,445328.94659425993
3,182.06328543104073,4,763855.4890215542
3,115.05855542471315,8,592848.8909025437
